otu_id,mean_abundance,occurrence,taxonomy_0,taxonomy_1,taxonomy_2,taxonomy_3,taxonomy_4,taxonomy_5,taxonomy_6,predicted_occurrence,lower_conf_int,upper_conf_int
2575373,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__sp. dk3136,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2490633,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__periodonticum,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1420917,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,s__salarius,0.009727122667256616,0.0034734617666222385,0.02693561766867981
200451,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__poae,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1766,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__fortuitum,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2609253,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Rathayibacter,s__sp. VKM Ac-2760,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2518644,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp. SNU WT1,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2602769,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__alkalisoli,0.009727122667256616,0.0034734617666222385,0.02693561766867981
51365,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__yeatsii,0.009727122667256616,0.0034734617666222385,0.02693561766867981
105560,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Methylibium,s__petroleiphilum,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2508882,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Ornithinimicrobium,s__sp. HY006,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2017485,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__avium,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2763498,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dyella,s__sp. G9,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2705439,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. S4.7,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1793,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__fallax,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2059875,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Gordoniaceae,g__Gordonia,s__sp. YC-JH1,0.009727122667256616,0.0034734617666222385,0.02693561766867981
575200,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__maris,0.009727122667256616,0.0034734617666222385,0.02693561766867981
225326,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__halotolerans,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2758442,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Actinotalea,s__sp. JY-7876,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1230998,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__frankenforstense,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2582831,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. SUK 48,0.009727122667256616,0.0034734617666222385,0.02693561766867981
353800,1.6742940060274585e-05,0.03235294117647059,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halostagnicola,s__larsenii,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1825976,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Neorhizobium,s__sp. NCHU2750,0.009727122667256616,0.0034734617666222385,0.02693561766867981
60847,1.6742940060274585e-05,0.03529411764705882,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halogeometricum,s__borinquense,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2202000,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. NEAU-S7GS2,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2419774,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Protaetiibacter,s__intestinalis,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2057025,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,s__pollinicola,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2434,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseobacter,s__denitrificans,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2726118,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. jing01,0.009727122667256616,0.0034734617666222385,0.02693561766867981
348824,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__favelukesii,0.009727122667256616,0.0034734617666222385,0.02693561766867981
332163,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Solibacteraceae,g__Candidatus Solibacter,s__usitatus,0.009727122667256616,0.0034734617666222385,0.02693561766867981
453783,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__soli,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1112,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Porphyrobacter,s__neustonensis,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2319844,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__sp. YZ-8,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1609966,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Confluentimicrobium,s__sp. EMB200-NS6,0.009727122667256616,0.0034734617666222385,0.02693561766867981
518,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__bronchiseptica,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2583822,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Plantibacter,s__sp. M259,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1777866,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__erdmanii,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1746199,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__sp. N,0.009727122667256616,0.0034734617666222385,0.02693561766867981
507,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Alcaligenes,s__,0.009727122667256616,0.0034734617666222385,0.02693561766867981
39689,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__gallinarum,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1932360,1.6742940060274585e-05,0.03529411764705882,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorientalis,s__sp. IM1011,0.009727122667256616,0.0034734617666222385,0.02693561766867981
60894,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharopolyspora,s__spinosa,0.009727122667256616,0.0034734617666222385,0.02693561766867981
84112,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Eggerthella,s__lenta,0.009727122667256616,0.0034734617666222385,0.02693561766867981
340345,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinoalloteichus,s__hymeniacidonis,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2743575,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__sp. NEB 394,0.009727122667256616,0.0034734617666222385,0.02693561766867981
80880,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Hylemonella,s__gracilis,0.009727122667256616,0.0034734617666222385,0.02693561766867981
258224,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__resistens,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1446794,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Frondihabitans,s__sp. 762G35,0.009727122667256616,0.0034734617666222385,0.02693561766867981
488729,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__metallica,0.009727122667256616,0.0034734617666222385,0.02693561766867981
948107,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__sprentiae,0.009727122667256616,0.0034734617666222385,0.02693561766867981
1896164,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,s__sp. JM171,0.009727122667256616,0.0034734617666222385,0.02693561766867981
327160,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__,f__,g__Candidatus Accumulibacter,s__phosphatis,0.009727122667256616,0.0034734617666222385,0.02693561766867981
28894,1.6742940060274585e-05,0.029411764705882353,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__nitrosporeus,0.009727122667256616,0.0034734617666222385,0.02693561766867981
191610,1.6742940060274585e-05,0.03235294117647059,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__atypicum,0.009727122667256616,0.0034734617666222385,0.02693561766867981
2493671,1.6742940060274585e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__sp. M2A.F.Ca.ET.043.05.1.1,0.009727122667256616,0.0034734617666222385,0.02693561766867981
38300,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__pristinaespiralis,0.010539793300859746,0.003907961481054373,0.02810830061554015
80842,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Herbaspirillum,s__rubrisubalbicans,0.010539793300859746,0.003907961481054373,0.02810830061554015
426,1.8138185065297466e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Methylosinus,s__trichosporium,0.010539793300859746,0.003907961481054373,0.02810830061554015
364410,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Granulibacter,s__bethesdensis,0.010539793300859746,0.003907961481054373,0.02810830061554015
116188,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__coeruleorubidus,0.010539793300859746,0.003907961481054373,0.02810830061554015
57975,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__thailandensis,0.010539793300859746,0.003907961481054373,0.02810830061554015
1736691,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__choanae,0.010539793300859746,0.003907961481054373,0.02810830061554015
2609257,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Rathayibacter,s__sp. VKM Ac-2804,0.010539793300859746,0.003907961481054373,0.02810830061554015
246167,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__crassostreae,0.010539793300859746,0.003907961481054373,0.02810830061554015
2233999,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Skermanella,s__pratensis,0.010539793300859746,0.003907961481054373,0.02810830061554015
398,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__tropici,0.010539793300859746,0.003907961481054373,0.02810830061554015
2499144,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,s__sp. 1566,0.010539793300859746,0.003907961481054373,0.02810830061554015
46351,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__hassiacum,0.010539793300859746,0.003907961481054373,0.02810830061554015
33888,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Rathayibacter,s__tritici,0.010539793300859746,0.003907961481054373,0.02810830061554015
492670,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__velezensis,0.010539793300859746,0.003907961481054373,0.02810830061554015
168697,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Salinispora,s__arenicola,0.010539793300859746,0.003907961481054373,0.02810830061554015
89184,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ruegeria,s__pomeroyi,0.010539793300859746,0.003907961481054373,0.02810830061554015
75,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__,0.010539793300859746,0.003907961481054373,0.02810830061554015
590652,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__paraseoulense,0.010539793300859746,0.003907961481054373,0.02810830061554015
2709304,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__sp. Se63.02b,0.010539793300859746,0.003907961481054373,0.02810830061554015
173480,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__aurantiaca,0.010539793300859746,0.003907961481054373,0.02810830061554015
2010972,1.8138185065297466e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__rhizosphaerae,0.010539793300859746,0.003907961481054373,0.02810830061554015
1806885,1.8138185065297466e-05,0.029411764705882353,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingorhabdus,s__sp. M41,0.010539793300859746,0.003907961481054373,0.02810830061554015
1632864,1.8138185065297466e-05,0.03235294117647059,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,s__sp. SH-PL14,0.010539793300859746,0.003907961481054373,0.02810830061554015
445710,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dyella,s__thiooxydans,0.010539793300859746,0.003907961481054373,0.02810830061554015
1312183,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__jaguaris,0.010539793300859746,0.003907961481054373,0.02810830061554015
926,1.8138185065297466e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Thiomonas,s__intermedia,0.010539793300859746,0.003907961481054373,0.02810830061554015
2500547,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Apibacter,s__raozihei,0.010539793300859746,0.003907961481054373,0.02810830061554015
728066,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Pseudarthrobacter,s__equi,0.010539793300859746,0.003907961481054373,0.02810830061554015
1416806,1.8138185065297466e-05,0.03235294117647059,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__genomosp. 8,0.010539793300859746,0.003907961481054373,0.02810830061554015
1854057,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__sp. AA22,0.010539793300859746,0.003907961481054373,0.02810830061554015
1179673,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Oerskovia,s__sp. KBS0722,0.010539793300859746,0.003907961481054373,0.02810830061554015
1896196,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Porphyrobacter,s__sp. LM 6,0.010539793300859746,0.003907961481054373,0.02810830061554015
2714945,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas,s__sp. HDW16,0.010539793300859746,0.003907961481054373,0.02810830061554015
2724914,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,s__sp. PS1209,0.010539793300859746,0.003907961481054373,0.02810830061554015
2290922,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__sp. TY2-98,0.010539793300859746,0.003907961481054373,0.02810830061554015
2708338,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Salinibacterium,s__sp. ZJ450,0.010539793300859746,0.003907961481054373,0.02810830061554015
441500,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__timonense,0.010539793300859746,0.003907961481054373,0.02810830061554015
2382165,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__yunnanensis,0.010539793300859746,0.003907961481054373,0.02810830061554015
1853690,1.8138185065297466e-05,0.03529411764705882,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halolamina,s__sp. CBA1230,0.010539793300859746,0.003907961481054373,0.02810830061554015
83263,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Aminobacter,s__aminovorans,0.010539793300859746,0.003907961481054373,0.02810830061554015
2057800,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__qiguomingii,0.010539793300859746,0.003907961481054373,0.02810830061554015
1842535,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Blastomonas,s__sp. RAC04,0.010539793300859746,0.003907961481054373,0.02810830061554015
2743089,1.8138185065297466e-05,0.03529411764705882,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Candidatus Halobonum,s__Halobonum sp. NJ-3-1,0.010539793300859746,0.003907961481054373,0.02810830061554015
2721244,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. RPA4-2,0.010539793300859746,0.003907961481054373,0.02810830061554015
2721173,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. DSM 40868,0.010539793300859746,0.003907961481054373,0.02810830061554015
1034889,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__sp. HW608,0.010539793300859746,0.003907961481054373,0.02810830061554015
2708539,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__sp. Ji-3-8,0.010539793300859746,0.003907961481054373,0.02810830061554015
2721243,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp. RLB1-33,0.010539793300859746,0.003907961481054373,0.02810830061554015
321984,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__plicata,0.010539793300859746,0.003907961481054373,0.02810830061554015
68214,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__griseochromogenes,0.010539793300859746,0.003907961481054373,0.02810830061554015
132473,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__alboniger,0.010539793300859746,0.003907961481054373,0.02810830061554015
418699,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Zoogloeaceae,g__Azoarcus,s__olearius,0.010539793300859746,0.003907961481054373,0.02810830061554015
433,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__,0.010539793300859746,0.003907961481054373,0.02810830061554015
1630135,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermabacteraceae,g__Dermabacter,s__vaginalis,0.010539793300859746,0.003907961481054373,0.02810830061554015
1697043,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Bordetella,s__sp. H567,0.010539793300859746,0.003907961481054373,0.02810830061554015
1792,1.8138185065297466e-05,0.03823529411764706,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__chitae,0.010539793300859746,0.003907961481054373,0.02810830061554015
396015,1.8138185065297466e-05,0.03529411764705882,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__terrae,0.010539793300859746,0.003907961481054373,0.02810830061554015
